Date,Close
2013-08-27,162.035614
2013-08-28,154.706009
2013-08-29,157.069229
2013-08-30,153.782898
2013-09-02,159.570877
2013-09-03,144.533203
2013-09-04,147.976471
2013-09-05,171.239136
2013-09-06,175.836288
2013-09-10,184.310547
2013-09-11,190.107758
2013-09-12,188.307678
2013-09-13,195.628021
2013-09-16,200.788269
2013-09-17,194.511063
2013-09-18,199.320511
2013-09-19,210.508743
2013-09-20,203.520706
2013-09-23,190.172363
2013-09-24,189.341568
2013-09-25,190.910873
2013-09-26,190.412399
2013-09-27,190.329300
2013-09-30,186.073715
2013-10-01,192.766342
2013-10-03,203.954590
2013-10-04,201.711395
2013-10-07,197.889664
2013-10-08,196.957336
2013-10-09,199.265137
2013-10-10,196.855774
2013-10-11,203.022217
2013-10-14,204.766937
2013-10-15,199.662064
2013-10-17,202.412979
2013-10-18,213.462738
2013-10-21,217.090607
2013-10-22,221.761597
2013-10-23,223.414001
2013-10-24,222.878571
2013-10-25,219.841522
2013-10-28,219.979965
2013-10-29,230.854355
2013-10-30,225.592575
2013-10-31,225.740250
2013-11-01,225.038696
2013-11-05,226.534149
2013-11-06,223.949417
2013-11-07,216.250580
2013-11-08,206.631622
2013-11-11,198.868179
2013-11-12,193.458679
2013-11-13,190.273911
2013-11-14,202.551453
2013-11-18,210.444138
2013-11-19,209.557938
2013-11-20,208.893280
2013-11-21,200.557495
2013-11-22,199.809769
2013-11-25,205.939285
2013-11-26,206.059311
2013-11-27,206.936264
2013-11-28,206.825500
2013-11-29,213.416595
2013-12-02,219.841522
2013-12-03,220.376923
2013-12-04,219.896912
2013-12-05,229.211197
2013-12-06,236.273087
2013-12-09,240.657928
2013-12-10,233.522202
2013-12-11,235.063797
2013-12-12,230.355865
2013-12-13,228.897354
2013-12-16,232.885239
2013-12-17,231.906723
2013-12-18,236.845428
2013-12-19,232.072876
2013-12-20,235.922302
2013-12-23,238.396255
2013-12-24,236.863892
2013-12-26,239.467102
2013-12-27,238.996292
2013-12-30,237.473160
2013-12-31,239.928665
2014-01-01,238.571671
2014-01-02,234.897629
2014-01-03,232.792908
2014-01-06,231.943634
2014-01-07,227.872681
2014-01-08,223.718643
2014-01-09,218.752243
2014-01-10,214.912048
2014-01-13,218.761459
2014-01-14,217.312149
2014-01-15,217.542938
2014-01-16,217.145996
2014-01-17,212.862701
2014-01-20,214.755127
2014-01-21,219.435349
2014-01-22,219.490723
2014-01-23,224.503281
2014-01-24,222.398544
2014-01-27,214.367401
2014-01-28,207.102432
2014-01-29,210.517990
2014-01-30,204.711548
2014-01-31,207.323990
2014-02-03,207.499374
2014-02-04,207.111664
2014-02-05,207.462448
2014-02-06,203.631485
2014-02-07,207.785538
2014-02-10,206.585464
2014-02-11,206.954727
2014-02-12,206.705490
2014-02-13,203.363800
2014-02-14,203.649948
2014-02-17,205.902374
2014-02-18,215.161285
2014-02-19,215.299759
2014-02-20,213.767380
2014-02-21,220.321533
2014-02-24,228.601944
2014-02-25,228.334244
2014-02-26,228.795792
2014-02-28,233.928360
2014-03-03,231.795944
2014-03-04,238.820892
2014-03-05,241.424118
2014-03-06,245.458145
2014-03-07,259.729614
2014-03-10,263.375946
2014-03-11,261.705109
2014-03-12,258.086426
2014-03-13,254.993988
2014-03-14,250.147629
2014-03-18,249.076797
2014-03-19,255.806320
2014-03-20,250.599945
2014-03-21,257.412598
2014-03-22,
2014-03-24,260.449677
2014-03-25,258.640320
2014-03-26,264.031342
2014-03-27,264.003693
2014-03-28,269.911652
2014-03-31,269.643951
2014-04-01,271.120941
2014-04-02,270.871674
2014-04-03,264.908356
2014-04-04,263.671326
2014-04-07,262.545135
2014-04-09,273.973419
2014-04-10,277.619720
2014-04-11,276.151978
2014-04-15,266.819183
2014-04-16,264.372894
2014-04-17,270.410126
2014-04-21,277.638214
2014-04-22,276.955078
2014-04-23,280.592194
2014-04-24,280.592194
2014-04-25,282.973877
2014-04-28,282.392273
2014-04-29,282.179962
2014-04-30,280.112122
2014-05-02,282.503021
2014-05-05,286.453979
2014-05-06,283.758484
2014-05-07,283.896973
2014-05-08,286.860168
2014-05-09,300.753143
2014-05-12,303.993317
2014-05-13,304.399475
2014-05-14,302.137848
2014-05-15,307.224274
2014-05-16,324.015808
2014-05-19,343.327576
2014-05-20,342.838318
2014-05-21,335.120972
2014-05-22,340.013519
2014-05-23,344.232208
2014-05-26,345.792297
2014-05-27,341.379730
2014-05-28,343.382935
2014-05-29,344.453796
2014-05-30,338.998108
2014-06-02,350.943298
2014-06-03,350.721771
2014-06-04,355.346619
2014-06-05,359.343719
2014-06-06,364.374756
2014-06-09,363.202362
2014-06-10,356.786682
2014-06-11,358.319061
2014-06-12,370.377838
2014-06-13,353.880920
2014-06-16,345.140961
2014-06-17,358.085480
2014-06-18,359.817871
2014-06-19,358.513702
2014-06-20,363.292419
2014-06-23,366.523682
2014-06-24,374.708923
2014-06-25,372.314667
2014-06-26,375.214996
2014-06-27,371.633362
2014-06-30,373.511780
2014-07-01,373.745392
2014-07-02,375.069000
2014-07-03,374.845184
2014-07-04,376.830627
2014-07-07,374.319611
2014-07-08,367.555359
2014-07-09,364.703674
2014-07-10,362.455444
2014-07-11,353.618164
2014-07-14,359.448059
2014-07-15,369.628479
2014-07-16,382.261505
2014-07-17,380.392822
2014-07-18,388.490417
2014-07-21,393.853119
2014-07-22,392.480804
2014-07-23,389.317719
2014-07-24,388.665619
2014-07-25,386.534119
2014-07-28,384.782288
2014-07-30,390.962524
2014-07-31,381.181152
2014-08-01,376.655426
2014-08-04,380.402557
2014-08-05,382.446411
2014-08-06,372.957062
2014-08-07,370.913177
2014-08-08,361.083160
2014-08-11,366.679443
2014-08-12,371.643097
2014-08-13,363.905609
2014-08-14,367.701355
2014-08-18,384.149628
2014-08-19,387.215424
2014-08-20,383.662994
2014-08-21,387.994049
2014-08-22,392.033081
2014-08-25,388.091370
2014-08-26,386.972137
2014-08-27,388.091370
2014-08-28,386.631439
2014-09-01,394.563629
2014-09-02,398.310699
2014-09-03,402.641754
2014-09-04,405.269562
2014-09-05,404.831635
2014-09-08,409.503296
2014-09-09,407.508118
2014-09-10,405.366913
2014-09-11,407.313446
2014-09-12,405.804932
2014-09-15,400.646545
2014-09-16,388.480652
2014-09-17,387.312775
2014-09-18,394.466278
2014-09-19,396.753479
2014-09-22,397.288788
2014-09-23,388.432007
2014-09-24,386.388153
2014-09-25,367.750031
2014-09-26,379.137268
2014-09-29,375.730835
2014-09-30,367.604034
2014-10-01,369.793884
2014-10-07,363.613647
2014-10-08,368.869263
2014-10-09,377.044769
2014-10-10,369.063934
2014-10-13,376.558105
2014-10-14,386.485474
2014-10-15,386.485474
2014-10-16,383.127686
2014-10-17,390.865173
2014-10-20,406.680847
2014-10-21,411.741821
2014-10-22,413.104431
2014-10-27,415.391571
2014-10-28,412.861084
2014-10-29,414.175018
2014-10-30,418.700714
2014-10-31,427.654785
2014-11-03,433.348419
2014-11-05,445.708954
2014-11-07,456.512207
2014-11-10,448.190796
2014-11-11,null
2014-11-12,468.288818
2014-11-13,null
2014-11-14,464.152405
2014-11-17,null
2014-11-18,461.329926
2014-11-19,null
2014-11-20,null
2014-11-21,null
2014-11-24,null
2014-11-25,null
2014-11-26,null
2014-11-27,456.852875
2014-11-28,468.337463
2014-12-01,476.074951
2014-12-02,479.822052
2014-12-03,485.710327
2014-12-04,486.586304
2014-12-05,485.223694
2014-12-08,483.325836
2014-12-09,475.734314
2014-12-10,476.172302
2014-12-11,477.388885
2014-12-12,470.478668
2014-12-15,464.006439
2014-12-16,459.383392
2014-12-17,462.157227
2014-12-18,474.907074
2014-12-19,477.145569
2014-12-22,484.980377
2014-12-23,480.600647
2014-12-24,481.087311
2014-12-26,481.233307
2014-12-29,480.892670
2014-12-30,485.466980
2014-12-31,488.970764
2015-01-01,489.603394
2015-01-02,500.552704
2015-01-05,503.715820
2015-01-06,485.710327
2015-01-07,485.321014
2015-01-08,488.532806
2015-01-09,481.719971
2015-01-12,488.143524
2015-01-13,491.014648
2015-01-14,486.245636
2015-01-15,500.309387
2015-01-16,501.039337
2015-01-19,514.811157
2015-01-20,536.661072
2015-01-21,532.621948
2015-01-22,549.654175
2015-01-23,550.043457
2015-01-27,576.273071
2015-01-28,574.813171
2015-01-29,583.475281
2015-01-30,572.380005
2015-02-02,600.799561
2015-02-03,570.920044
2015-02-04,543.668579
2015-02-05,550.773438
2015-02-06,548.096924
2015-02-09,538.802185
2015-02-10,539.288818
2015-02-11,554.033936
2015-02-12,563.279907
2015-02-13,565.567139
2015-02-16,555.055786
2015-02-18,554.277222
2015-02-19,550.140747
2015-02-20,546.491028
2015-02-23,534.373840
2015-02-24,537.050293
2015-02-25,538.218262
2015-02-26,537.536926
2015-02-27,551.990051
2015-02-28,null
2015-03-02,630.240906
2015-03-03,614.522705
2015-03-04,596.371155
2015-03-05,600.312866
2015-03-09,575.786438
2015-03-10,569.800903
2015-03-11,568.243530
2015-03-12,568.486938
2015-03-13,554.763855
2015-03-16,553.401306
2015-03-17,564.593872
2015-03-18,565.713135
2015-03-19,548.486267
2015-03-20,541.381348
2015-03-23,540.359497
2015-03-24,543.133179
2015-03-25,547.172302
2015-03-26,529.750793
2015-03-27,531.794739
2015-03-30,548.486267
2015-03-31,545.225830
2015-04-01,554.423218
2015-04-06,553.839233
2015-04-07,542.938599
2015-04-08,541.040710
2015-04-09,556.856384
2015-04-10,552.865967
2015-04-13,550.870728
2015-04-15,535.493042
2015-04-16,536.077026
2015-04-17,519.434143
2015-04-20,504.397125
2015-04-21,509.214813
2015-04-22,525.663025
2015-04-23,523.813843
2015-04-24,513.156555
2015-04-27,510.188049
2015-04-28,520.699402
2015-04-29,537.196350
2015-04-30,552.622620
2015-05-04,553.157898
2015-05-05,550.724731
2015-05-06,528.777466
2015-05-07,513.253845
2015-05-08,526.344360
2015-05-11,536.369019
2015-05-12,518.120178
2015-05-13,543.571289
2015-05-14,540.992065
2015-05-15,547.026367
2015-05-18,552.330627
2015-05-19,546.442383
2015-05-20,543.327881
2015-05-21,555.201843
2015-05-22,553.449951
2015-05-25,547.075012
2015-05-26,549.167542
2015-05-27,562.355286
2015-05-28,559.289612
2015-05-29,569.752197
2015-06-01,562.987976
2015-06-02,538.315552
2015-06-03,536.174438
2015-06-04,541.527405
2015-06-05,533.741211
2015-06-08,538.802185
2015-06-09,543.765869
2015-06-10,549.410828
2015-06-11,532.135315
2015-06-12,536.709656
2015-06-15,535.347107
2015-06-16,536.417664
2015-06-17,534.568481
2015-06-18,535.347107
2015-06-19,536.807007
2015-06-22,556.856384
2015-06-23,556.029114
2015-06-24,556.223755
2015-06-25,554.812439
2015-06-26,550.384155
2015-06-29,547.658997
2015-06-30,544.009216
2015-07-01,563.182617
2015-07-02,568.389648
2015-07-03,570.287476
2015-07-06,568.584290
2015-07-07,570.530823
2015-07-08,561.236084
2015-07-09,560.892761
2015-07-10,567.171692
2015-07-13,570.948975
2015-07-14,572.862122
2015-07-15,572.960205
2015-07-16,597.144226
2015-07-17,590.718018
2015-07-20,588.559631
2015-07-21,573.597900
2015-07-22,578.699585
2015-07-23,572.714966
2015-07-24,569.477356
2015-07-27,545.293274
2015-07-28,550.640259
2015-07-29,556.477783
2015-07-30,555.006104
2015-07-31,562.658691
2015-08-03,565.798218
2015-08-04,569.133911
2015-08-05,569.428284
2015-08-06,573.696045
2015-08-07,569.330078
2015-08-10,565.013306
2015-08-11,560.451233
2015-08-12,547.304504
2015-08-13,556.821167
2015-08-14,559.224854
2015-08-17,550.787415
2015-08-18,550.738342
2015-08-19,543.527283
2015-08-20,523.316711
2015-08-21,515.369873
2015-08-24,472.937408
2015-08-25,493.442352
2015-08-26,486.231293
2015-08-27,499.623260
2015-08-28,498.544037
2015-08-31,498.151611
2015-09-01,471.024292
2015-09-02,457.779480
2015-09-03,477.695740
2015-09-04,459.153015
2015-09-07,441.346130
2015-09-08,464.941498
2015-09-09,477.058044
2015-09-10,473.477051
2015-09-11,472.152557
2015-09-14,486.819946
2015-09-15,472.790283
2015-09-16,484.906799
2015-09-18,507.668243
2015-09-21,518.018799
2015-09-22,500.064758
2015-09-23,502.026947
2015-09-24,504.234406
2015-09-28,497.121460
2015-09-29,494.963043
2015-09-30,486.280334
2015-10-01,486.868988
2015-10-05,503.547638
2015-10-06,496.827118
2015-10-07,487.408569
2015-10-08,482.208771
2015-10-09,481.178650
2015-10-12,477.842896
2015-10-13,481.620117
2015-10-14,486.133179
2015-10-15,489.272705
2015-10-16,495.453583
2015-10-19,497.072388
2015-10-20,499.770416
2015-10-21,502.075989
2015-10-23,515.713257
2015-10-26,511.200195
2015-10-27,511.936005
2015-10-28,473.771362
2015-10-29,460.085083
2015-10-30,466.413147
2015-11-02,469.209290
2015-11-03,465.677338
2015-11-04,463.567963
2015-11-05,455.032410
2015-11-06,456.356903
2015-11-09,456.160706
2015-11-10,459.496429
2015-11-13,475.782623
2015-11-16,472.348785
2015-11-17,466.609375
2015-11-18,454.787140
2015-11-19,454.296600
2015-11-20,451.157104
2015-11-23,453.953217
2015-11-24,455.081482
2015-11-26,456.504059
2015-11-27,462.096344
2015-11-30,459.790741
2015-12-01,452.874023
2015-12-02,450.813721
2015-12-03,453.756989
2015-12-04,451.794800
2015-12-07,453.560791
2015-12-08,450.126923
2015-12-09,442.081970
2015-12-10,441.444275
2015-12-11,432.320038
2015-12-14,423.195862
2015-12-15,427.856049
2015-12-16,429.867310
2015-12-17,427.316437
2015-12-18,424.373169
2015-12-21,433.987915
2015-12-22,438.255707
2015-12-23,443.455505
2015-12-24,442.229126
2015-12-28,446.742188
2015-12-29,449.685455
2015-12-30,446.496887
2015-12-31,440.610321
2016-01-01,441.395172
2016-01-04,430.112579
2016-01-05,428.199463
2016-01-06,422.558167
2016-01-07,401.513611
2016-01-08,405.879547
2016-01-11,409.313354
2016-01-12,398.423187
2016-01-13,399.011871
2016-01-14,383.216187
2016-01-15,367.175262
2016-01-18,366.145111
2016-01-19,385.570831
2016-01-20,380.272919
2016-01-21,401.415527
2016-01-22,416.131958
2016-01-25,412.894348
2016-01-27,407.547363
2016-01-28,397.981659
2016-01-29,400.679688
2016-02-01,391.751709
2016-02-02,383.510498
2016-02-03,373.356140
2016-02-04,375.514587
2016-02-05,391.996979
2016-02-08,400.826843
2016-02-09,392.340363
2016-02-10,386.159454
2016-02-11,370.069519
2016-02-12,383.706726
2016-02-15,409.754822
2016-02-16,398.128845
2016-02-17,395.479889
2016-02-18,390.525360
2016-02-19,385.080261
2016-02-22,389.642365
2016-02-23,377.869202
2016-02-24,379.340851
2016-02-25,371.050598
2016-02-26,379.046509
2016-02-29,368.646912
2016-03-01,384.589722
2016-03-02,399.551453
2016-03-03,409.264282
2016-03-04,408.185059
2016-03-08,403.966400
2016-03-09,408.969971
2016-03-10,405.192749
2016-03-11,404.996521
2016-03-14,407.596436
2016-03-15,410.932159
2016-03-16,416.573486
2016-03-17,420.056335
2016-03-18,427.856049
2016-03-21,436.097260
2016-03-22,432.908722
2016-03-23,429.229584
2016-03-28,414.905609
2016-03-29,421.331787
2016-03-30,435.851990
2016-03-31,435.753906
2016-04-01,441.395172
2016-04-04,436.342529
2016-04-05,424.422241
2016-04-06,416.622498
2016-04-07,418.584686
2016-04-08,413.630157
2016-04-11,421.675140
2016-04-12,425.844818
2016-04-13,432.172882
2016-04-18,436.833099
2016-04-20,450.421265
2016-04-21,459.104004
2016-04-22,466.854645
2016-04-25,461.017120
2016-04-26,471.122437
2016-04-27,456.700287
2016-04-28,459.202057
2016-04-29,463.469849
2016-05-02,462.881195
2016-05-03,461.654816
2016-05-04,453.707947
2016-05-05,452.334381
2016-05-06,452.726868
2016-05-09,468.081024
2016-05-10,478.725922
2016-05-11,488.782135
2016-05-12,483.238953
2016-05-13,481.374847
2016-05-16,477.254272
2016-05-17,493.834778
2016-05-18,491.627319
2016-05-19,481.227692
2016-05-20,481.325836
2016-05-23,477.303314
2016-05-24,479.707001
2016-05-25,492.657471
2016-05-26,509.188934
2016-05-27,502.713745
2016-05-30,503.989136
2016-05-31,505.460785
2016-06-01,502.272217
2016-06-02,514.437805
2016-06-03,532.391907
2016-06-06,522.777100
2016-06-07,524.297791
2016-06-08,528.810852
2016-06-09,532.342773
2016-06-10,530.822083
2016-06-13,521.109314
2016-06-14,519.637634
2016-06-15,518.803650
2016-06-16,513.554871
2016-06-17,516.939636
2016-06-20,512.573730
2016-06-21,507.619232
2016-06-22,506.441895
2016-06-23,516.449097
2016-06-24,500.849609
2016-06-27,504.724945
2016-06-28,504.283478
2016-06-29,508.060669
2016-06-30,523.414856
2016-07-01,532.637146
2016-07-04,533.569153
2016-07-05,529.497620
2016-07-07,536.974182
2016-07-08,541.133301
2016-07-11,539.103271
2016-07-12,555.541748
2016-07-13,551.432129
2016-07-14,554.799072
2016-07-15,559.552307
2016-07-18,565.444458
2016-07-19,559.948486
2016-07-20,552.818481
2016-07-21,532.815002
2016-07-22,532.468445
2016-07-25,532.864502
2016-07-26,548.411804
2016-07-27,543.509949
2016-07-28,538.558594
2016-07-29,540.836243
2016-08-01,545.193420
2016-08-02,544.302185
2016-08-03,544.005066
2016-08-04,542.173096
2016-08-05,561.730957
2016-08-08,565.593018
2016-08-09,568.514282
2016-08-10,562.374634
2016-08-11,564.206604
2016-08-12,585.249878
2016-08-16,577.624756
2016-08-17,583.764465
2016-08-18,587.378967
2016-08-19,582.823669
2016-08-22,574.604431
2016-08-23,576.832581
2016-08-24,577.723816
2016-08-25,580.843140
2016-08-26,580.694641
2016-08-29,583.417908
2016-08-30,585.398438
2016-08-31,591.0429084
2016-09-01,590.844910
2016-09-02,593.370117
2016-09-06,629.713013
2016-09-07,619.018066
2016-09-08,623.226685
2016-09-09,607.134827
2016-09-12,586.339111
2016-09-14,595.944763
2016-09-15,583.021729
2016-09-16,596.340881
2016-09-19,588.567261
2016-09-20,587.180908
2016-09-21,593.072998
2016-09-22,586.042053
2016-09-23,552.026306
2016-09-26,542.074097
2016-09-27,535.736328
2016-09-28,543.757507
2016-09-29,534.052856
2016-09-30,536.082886
2016-10-03,545.540039
2016-10-04,541.281799
2016-10-05,530.487915
2016-10-06,525.635559
2016-10-07,528.655884
2016-10-10,526.378296
2016-10-13,513.752319
2016-10-14,515.584351
2016-10-17,513.950378
2016-10-18,527.269531
2016-10-19,530.339355
2016-10-20,534.795593
2016-10-21,520.981262
2016-10-24,516.475586
2016-10-25,523.952087
2016-10-26,482.806366
2016-10-27,480.924866
2016-10-28,482.162689
2016-11-01,471.170685
2016-11-02,472.160950
2016-11-03,471.220215
2016-11-04,474.042511
2016-11-07,480.677307
2016-11-08,486.074280
2016-11-09,482.806366
2016-11-10,502.017639
2016-11-11,493.897400
2016-11-15,474.636627
2016-11-16,468.100861
2016-11-17,469.487244
2016-11-18,468.843567
2016-11-21,461.168976
2016-11-22,466.169830
2016-11-23,475.824982
2016-11-24,463.644653
2016-11-25,466.615479
2016-11-28,468.298920
2016-11-29,460.129181
2016-11-30,465.278595
2016-12-01,461.515564
2016-12-02,455.474915
2016-12-05,456.267120
2016-12-06,451.513855
2016-12-07,442.749939
2016-12-08,444.978058
2016-12-09,451.959442
2016-12-12,440.769409
2016-12-13,448.543030
2016-12-14,462.654388
2016-12-15,473.448334
2016-12-16,468.199890
2016-12-19,463.050476
2016-12-20,457.158356
2016-12-21,453.246826
2016-12-22,443.195557
2016-12-23,433.837524
2016-12-26,427.796844
2016-12-27,433.391876
2016-12-28,435.768524
2016-12-29,439.927673
2016-12-30,445.572235
2017-01-02,443.393616
2017-01-03,450.820648
2017-01-04,448.691559
2017-01-05,453.593384
2017-01-06,450.771149
2017-01-09,448.344971
2017-01-10,442.997498
2017-01-11,449.186707
2017-01-12,450.771149
2017-01-13,468.199890
2017-01-16,472.606598
2017-01-17,482.459808
2017-01-18,483.747131
2017-01-19,479.092865
2017-01-20,446.364441
2017-01-23,440.670380
2017-01-24,446.859558
2017-01-25,459.039886
2017-01-27,468.249420
2017-01-30,467.308655
2017-01-31,461.466064
2017-02-01,471.022156
2017-02-02,477.855011
2017-02-03,485.925751
2017-02-06,493.451782
2017-02-07,488.599457
2017-02-08,482.855896
2017-02-09,480.528748
2017-02-10,484.143250
2017-02-13,485.529602
2017-02-14,482.162689
2017-02-15,483.450073
2017-02-16,488.351898
2017-02-17,484.341309
2017-02-20,476.369598
2017-02-21,499.442932
2017-02-22,520.189087
2017-02-23,523.011414
2017-02-27,503.998169
2017-02-28,501.720551
2017-03-01,508.404907
2017-03-02,501.373932
2017-03-03,507.909760
2017-03-06,513.603821
2017-03-07,506.820435
2017-03-08,505.186493
2017-03-09,511.375702
2017-03-10,510.880585
2017-03-14,505.929199
2017-03-15,506.721436
2017-03-16,508.652466
2017-03-17,512.118408
2017-03-20,497.957520
2017-03-21,483.549072
2017-03-22,480.726837
2017-03-23,483.499573
2017-03-24,484.588867
2017-03-27,482.410278
2017-03-28,497.907990
2017-03-29,499.294403
2017-03-30,494.392548
2017-03-31,486.024750
2017-04-03,495.729431
2017-04-05,503.354492
2017-04-06,503.750610
2017-04-07,499.294403
2017-04-10,505.780670
2017-04-11,510.038818
2017-04-12,501.076874
2017-04-13,502.611786
2017-04-17,497.462402
2017-04-18,494.788635
2017-04-19,494.640106
2017-04-20,483.252014
2017-04-21,481.519043
2017-04-24,493.798370
2017-04-25,511.375702
2017-04-26,512.118408
2017-04-27,501.671051
2017-04-28,504.691345
2017-05-02,500.631226
2017-05-03,495.976990
2017-05-04,513.801819
2017-05-05,499.591461
2017-05-08,506.226288
2017-05-09,513.158203
2017-05-10,521.228821
2017-05-11,511.870850
2017-05-12,498.106049
2017-05-15,495.234283
2017-05-16,496.620667
2017-05-17,497.907990
2017-05-18,487.213074
2017-05-19,496.818726
2017-05-22,497.412872
2017-05-23,495.729431
2017-05-24,494.442047
2017-05-25,502.512787
2017-05-26,506.473846
2017-05-29,502.314697
2017-05-30,509.395172
2017-05-31,509.048523
2017-06-01,504.344757
2017-06-02,503.106903
2017-06-05,508.652466
2017-06-06,505.236023
2017-06-07,509.197113
2017-06-08,510.731995
2017-06-09,508.652466
2017-06-12,502.562286
2017-06-13,501.522491
2017-06-14,504.542816
2017-06-15,502.661316
2017-06-16,505.483582
2017-06-19,515.089233
2017-06-20,506.869965
2017-06-21,502.809845
2017-06-22,503.057404
2017-06-23,499.739990
2017-06-27,488.054810
2017-06-28,487.213074
2017-06-29,507.117493
2017-06-30,512.316406
2017-07-03,512.217407
2017-07-04,503.453522
2017-07-05,508.900024
2017-07-06,509.500000
2017-07-07,503.149994
2017-07-10,509.950012
2017-07-11,506.799988
2017-07-12,506.750000
2017-07-13,511.899994
2017-07-14,512.950012
2017-07-17,510.500000
2017-07-18,516.549988
2017-07-19,520.200012
2017-07-20,540.000000
2017-07-21,540.799988
2017-07-24,534.799988
2017-07-25,544.950012
2017-07-26,528.849976
2017-07-27,524.650024
2017-07-28,515.099976
2017-07-31,519.799988
2017-08-01,516.549988
2017-08-02,516.900024
2017-08-03,506.000000
2017-08-04,508.100006
2017-08-07,505.799988
2017-08-08,499.450012
2017-08-09,486.950012
2017-08-10,485.500000
2017-08-11,489.700012
2017-08-14,491.750000
2017-08-16,499.500000
2017-08-17,497.149994
2017-08-18,490.399994
2017-08-21,494.799988
2017-08-22,499.200012
2017-08-23,502.649994
2017-08-24,506.850006
2017-08-28,510.600006
2017-08-29,503.600006
2017-08-30,503.899994
2017-08-31,500.350006
2017-09-01,507.549988
2017-09-04,501.750000
2017-09-05,503.399994
2017-09-06,492.850006
2017-09-07,496.600006
2017-09-08,494.000000
2017-09-11,493.899994
2017-09-12,496.500000
2017-09-13,499.299988
2017-09-14,519.750000
2017-09-15,516.150024
2017-09-18,524.549988
2017-09-19,520.750000
2017-09-20,519.450012
2017-09-21,512.549988
2017-09-22,505.299988
2017-09-25,501.700012
2017-09-26,511.950012
2017-09-27,506.299988
2017-09-28,511.799988
2017-09-29,509.149994
2017-10-03,509.649994
2017-10-04,505.950012
2017-10-05,501.200012
2017-10-06,503.350006
2017-10-09,505.950012
2017-10-10,514.549988
2017-10-11,515.750000
2017-10-12,525.099976
2017-10-13,529.450012
2017-10-16,520.349976
2017-10-17,513.150024
2017-10-18,464.500000
2017-10-19,460.299988
2017-10-23,449.950012
2017-10-24,451.950012
2017-10-25,473.000000
2017-10-26,484.299988
2017-10-27,485.950012
2017-10-30,484.000000
2017-10-31,523.150024
2017-11-01,535.099976
2017-11-02,532.150024
2017-11-03,540.099976
2017-11-06,534.500000
2017-11-07,527.150024
2017-11-08,544.849976
2017-11-09,540.400024
2017-11-10,544.799988
2017-11-13,537.349976
2017-11-14,545.650024
2017-11-15,542.000000
2017-11-16,542.599976
2017-11-17,542.400024
2017-11-20,545.150024
2017-11-21,546.799988
2017-11-22,540.500000
2017-11-23,544.150024
2017-11-24,545.500000
2017-11-27,559.400024
2017-11-28,562.549988
2017-11-29,549.500000
2017-11-30,535.400024
2017-12-01,533.849976
2017-12-04,534.950012
2017-12-05,533.150024
2017-12-06,530.500000
2017-12-07,534.049988
2017-12-08,542.500000
2017-12-11,545.099976
2017-12-12,538.599976
2017-12-13,535.750000
2017-12-14,541.450012
2017-12-15,547.950012
